agreement,year,provisionNum,topic,provisionText
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Table of contents,"Schedule ""C"":  Manner in which Sioux Valley Dakota Nation, Canada and Manitoba will proceed where undertakings, works or physical activities may have significant harmful environmental effects"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Table of contents,"Schedule ""D"":  Provisions of the Indian Act that no longer apply upon this Agreement coming into effect"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Table of contents,"Schedule ""E"":  Provisions of the Indian Act that no longer apply upon certain Sioux Valley Dakota Nation Laws coming into effect"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Table of contents,"Schedule ""F"":  Provisions of the Indian Act that no longer apply on certain transfers being completed"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Table of contents,"Schedule ""G"":  Description of Sioux Valley Dakota Nation Lands"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Table of contents,"Schedule ""H"":  Process for the consideration of proposed additions to Sioux Valley Dakota Nation Lands"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Table of contents,"Schedule ""I"":  Dispute Resolution Process"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Table of contents,"Schedule ""J"":  Community Approval Process"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Table of contents,"Appendix ""1"": Form of Notice of Vote"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Table of contents,"Appendix ""2"": Form of Ballot Question"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Table of contents,"Appendix ""3"": Form of Voter Declaration"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Table of contents,"Appendix ""4"": Form of Certification of Vote and Results"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Table of contents,Tripartite Governance Agreement
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,GOVERNANCE AGREEMENT,"This Agreement made as of the 30th day of August, 2013"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,GOVERNANCE AGREEMENT,BETWEEN:
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,GOVERNANCE AGREEMENT,SIOUX VALLEY DAKOTA NATION
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,GOVERNANCE AGREEMENT,as represented by the elected Council of its government
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,GOVERNANCE AGREEMENT,AND
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,GOVERNANCE AGREEMENT,HER MAJESTY THE QUEEN IN RIGHT OF CANADA
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,GOVERNANCE AGREEMENT,as represented by the Minister of Indian Affairs and Northern Development
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Preamble,"On July 3, 1991, Sioux Valley Dakota Nation and Canada entered into a Framework Agreement to undertake negotiations about Sioux Valley Dakota Oyate government arrangements;"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Preamble,"On March 2, 2001 Sioux Valley Dakota Nation and Canada entered into a Comprehensive Agreement-in-Principle to continue negotiations about this Agreement;"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Preamble,"At the same time, Sioux Valley Dakota Nation, Canada and Manitoba entered into a Tripartite Agreement-in-Principle to continue negotiations about a Tripartite Governance Agreement;"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Preamble,The Government of Canada recognizes and affirms the right of self-government is an existing aboriginal right;
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Preamble,Sioux Valley Dakota Nation and Canada may have different legal views as to the scope and content of any right of self-government;
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Preamble,"By this Agreement, Sioux Valley Dakota Nation and Canada intend to set out Sioux Valley Dakota Oyate government arrangements without taking positions about how a right of self-government may be defined at law;"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Preamble,"By this Agreement, Sioux Valley Dakota Nation and Canada intend to provide for a government-to-government relationship within the framework of the Canadian constitution;"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Preamble,"Sioux Valley Dakota Nation has a unique relationship with Canada which is based, in part, on the historical alliances between the Dakota people and the Crown;"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Preamble,"Sioux Valley Dakota Nation is entering into this Agreement upon its assertion that Sioux Valley Dakota Nation exercises a sovereign right to preserve, protect, promote and maintain Sioux Valley Dakota Nation government, language, culture, natural laws, tradition, history and relations with the seven historic Council Fires and with Canada throughout the territory over which Sioux Valley Dakota Nation asserts title;"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Preamble,Sioux Valley Dakota Nation is entering into this Agreement within the framework of the Sioux Valley Dakota Nation Constitution;
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Preamble,"At the same time as Sioux Valley Dakota Nation and Canada are entering into this Agreement, Sioux Valley Dakota Nation and Canada are entering into a Tripartite Governance Agreement with Manitoba, in which Manitoba recognizes and concurs with this Agreement and commits to undertake any measures necessary to give legal effect to this Agreement;"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Preamble,"The Members approved, and authorized the elected council of Sioux Valley Dakota Nation to sign, this Agreement, the Tripartite Governance Agreement and other documents related to the implementation of the Governance Agreement through the Community Approval Process;"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Preamble,"The Governor in Council, by Order in Council, approved, and authorized the signing of these documents on behalf of Canada; and"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Preamble,Canada recognizes its responsibility to uphold the honour of the Crown in its relationship with Sioux Valley Dakota Nation.
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,0,Preamble,Sioux Valley Dakota Nation and Canada agree as follows:
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,1.01 Defined words and phrases
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01(1),1.0 Definitions and Interpretation,"In this Agreement, words or phrases with initial capital letters have defined meanings."
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01(2),1.0 Definitions and Interpretation,These meanings are as follows:
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,« Agreed-Upon Programs and Services » means those programs and services identified in the Sioux Valley Dakota Nation Financial Arrangements Agreement which Sioux Valley Dakota Nation has assumed responsibility to deliver.
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,"« Band » means ""band"" as defined in the Indian Act."
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,"« Canada » means Her Majesty the Queen in right of Canada, and includes all departments of the Government of Canada."
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,"« Community Approval Process » means the process set out in Schedule ""J"" by which the Members affirmed their prior approval of the Sioux Valley Dakota Nation Constitution and approved, and authorized the elected council of Sioux Valley Dakota Nation to sign, this Agreement, the Tripartite Governance Agreement and other documents related to the implementation of the Governance Agreement."
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,"« Environment » means ""environment"" as defined in the Canadian Environmental Protection Act, 1999."
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,« Federal Implementing Legislation » means the legislation Canada intends to recommend to the Parliament of Canada to give legal effect to this Agreement.
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,« Initial Sioux Valley Dakota Nation Land Law » means the first Sioux Valley Dakota Nation Law made under 41.01(1) [Laws about Land Management].
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,"« Interest » means, in relation to Sioux Valley Dakota Nation Lands, any legally recognized estate, right or interest of any nature in or to land, but does not include title to land or a fee simple interest in land."
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,"« International Legal Obligation » means an international obligation binding on Canada under international law, including:"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01(a),1.0 Definitions and Interpretation,an obligation arising under an International Treaty or under the general practice of states accepted as international law; and
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01(b),1.0 Definitions and Interpretation,"an obligation that is in force before, on, or after the date this Agreement comes into effect."
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,« International Treaty » means a written agreement governed by international law between:
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01(1),1.0 Definitions and Interpretation,Canada and one or more states; or
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01(2),1.0 Definitions and Interpretation,"Canada and one or more international organizations, whether that agreement is set out in one document, or in two or more related documents, and regardless of what the document is, or the documents are, called."
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,"« International Tribunal » means an international court, committee, tribunal or other international body which has the authority to consider the performance by Canada of an International Legal Obligation."
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,« IRIS Plan » means the Intergovernmental Relations and Implementation Support Plan referred to in 68.0 [The Intergovernmental Relations and Implementation Support (IRIS) Plan].
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,"« IRIS Committee » means the Intergovernmental Relations and Implementation Support Committee established by Sioux Valley Dakota Nation, Canada and Manitoba in accordance with 67.01 [Establishment, and role, of the Intergovernmental Relations and Implementation Support (IRIS) Committee]."
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,« Jurisdiction » means the power and authority to make a law.
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,"« Manitoba » means Her Majesty the Queen in right of Manitoba, and includes all departments of the Government of Manitoba."
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,"« Member » means, in relation to Sioux Valley Dakota Nation as a Band, an individual whose name is on the ""band list"" within the meaning of the Indian Act."
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,« Person without Legal Capacity » means a Sioux Valley Dakota Nation citizen who ordinarily resides on Sioux Valley Dakota Nation Lands but:
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01(a),1.0 Definitions and Interpretation,who has not reached the age of 18 years; or
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01(b),1.0 Definitions and Interpretation,"who has been declared to be mentally incompetent, or incapable of managing his or her own affairs, by a court or decision-making body of competent jurisdiction, including the Sioux Valley Dakota Nation Court or a decision-making body which has authority to make such determinations under a Sioux Valley Dakota Nation Law."
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,"« Sioux Valley Dakota Nation Asset » means personal property (including money) or land (including an interest in land) owned by Sioux Valley Dakota Nation, but does not include Sioux Valley Dakota Nation Lands."
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,« Sioux Valley Dakota Nation Constitution » means the written constitution maintained by Sioux Valley Dakota Nation under 9.0 [Sioux Valley Dakota Nation Constitution].
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,« Sioux Valley Dakota Nation Court » means a court established under a Sioux Valley Dakota Nation Law made under 53.01(1) [Laws about establishing a Sioux Valley Dakota Nation Court].
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,« Sioux Valley Dakota Nation-FAA » means the Sioux Valley Dakota Nation Financial Arrangements Agreement referred to in 62.0 [The Sioux Valley Dakota Nation Financial Arrangements Agreement].
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,"« Sioux Valley Dakota Nation Lands » means those lands which are described in Schedule ""G""."
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,« Sioux Valley Dakota Nation Law » means:
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01(a),1.0 Definitions and Interpretation,the Sioux Valley Dakota Nation Constitution;
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01(b),1.0 Definitions and Interpretation,a law made by Sioux Valley Dakota Oyate Government under this Agreement; and
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01(c),1.0 Definitions and Interpretation,a by-law made by Sioux Valley Dakota Nation that is deemed to be a Sioux Valley Dakota Nation Law under 35.03 [Continuation of existing by-laws].
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,« Sioux Valley Dakota Nation Police Service » means a police service established under a Sioux Valley Dakota Nation Law made under 52.01(1) [Laws about a Sioux Valley Dakota Nation Police Service].
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,« Sioux Valley Dakota Nation Trust Moneys » means all moneys held by Canada for the use and benefit of Sioux Valley Dakota Nation as of the date this Agreement comes into effect.
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,« Sioux Valley Dakota Oyate Government » means the government established by Sioux Valley Dakota Nation under the Sioux Valley Dakota Nation Constitution.
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.01,1.0 Definitions and Interpretation,"« Tripartite Governance Agreement » means the agreement among Sioux Valley Dakota Nation, Canada and Manitoba entered into at the same time as this Agreement in which Manitoba recognizes and concurs with this Agreement and commits to undertake any measures necessary to give legal effect to this Agreement."
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.02,1.0 Definitions and Interpretation,1.02 How this Agreement is to be interpreted
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.02(1),1.0 Definitions and Interpretation,This Agreement includes all the Schedules to this Agreement.
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.02(2),1.0 Definitions and Interpretation,"This Agreement is to be interpreted:
  
in accordance with the Interpretation Act; and
without any presumption that doubtful expressions are to be resolved in favour of Sioux Valley Dakota Nation, Canada or Manitoba.

"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.02(a),1.0 Definitions and Interpretation,in accordance with the Interpretation Act; and
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.02(b),1.0 Definitions and Interpretation,"without any presumption that doubtful expressions are to be resolved in favour of Sioux Valley Dakota Nation, Canada or Manitoba."
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.02,1.0 Definitions and Interpretation,"In this Agreement:
  
the meaning of words or phrases when defined in one tense applies to all tenses;
the singular includes the plural and vice versa;
headings are for ease of reference and do not form part of this Agreement; and
a reference to a document (including this Agreement) includes any amendment or replacement of it.

"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.02(a),1.0 Definitions and Interpretation,the meaning of words or phrases when defined in one tense applies to all tenses;
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.02(b),1.0 Definitions and Interpretation,the singular includes the plural and vice versa;
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.02(c),1.0 Definitions and Interpretation,headings are for ease of reference and do not form part of this Agreement; and
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.02(d),1.0 Definitions and Interpretation,a reference to a document (including this Agreement) includes any amendment or replacement of it.
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.02,1.0 Definitions and Interpretation,"For ease of reference, the provisions of this Agreement are referred to as:"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.02,1.0 Definitions and Interpretation,"Part
  Article
  Section
  Subsection
  Paragraph
  Subparagraph"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.02,1.0 Definitions and Interpretation,"1
  1.0
  1.01
  1.01(1)
  1.01(1)(a) or 1.01(a)
  1.01(1)a(i) or 1.01(a)(i)"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.03,1.0 Definitions and Interpretation,1.03 Statutory references
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,1.03,1.0 Definitions and Interpretation,"Schedule ""A"" lists the legislation referred to in this Agreement."
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,2.01,2.0 Purpose of this Agreement,2.01 Recognition of Sioux Valley Dakota Oyate Government
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,2.01,2.0 Purpose of this Agreement,This Agreement recognizes Sioux Valley Dakota Oyate Government.
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,2.02,2.0 Purpose of this Agreement,2.02 Provision of a government-to-government relationship between Sioux Valley Dakota Nation and Canada
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,2.02,2.0 Purpose of this Agreement,This Agreement provides for a government-to-government relationship between Sioux Valley Dakota Nation and Canada within the framework of the Canadian Constitution.
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,2.03,2.0 Purpose of this Agreement,2.03 Context of this Agreement for Sioux Valley Dakota Nation
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,2.03,2.0 Purpose of this Agreement,Sioux Valley Dakota Nation is entering into this Agreement within the framework of the Sioux Valley Dakota Nation Constitution.
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,3.01,3.0 The government-to-government relationship,3.01 Basis of the government-to-government relationship
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,3.01,3.0 The government-to-government relationship,The government-to government relationship between Sioux Valley Dakota Nation and Canada provided for in this Agreement is based on the special relationship between them.
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,4.01,4.0 Description of the government-to-government relationship,4.01 Elements of the government-to-government relationship
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,4.01,4.0 Description of the government-to-government relationship,"The government-to-government relationship between Sioux Valley Dakota Nation and Canada provided for in this Agreement includes ongoing political, intergovernmental, financial and communication dimensions."
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,4.02,4.0 Description of the government-to-government relationship,4.02 Manner in which Sioux Valley Dakota Nation and Canada will conduct themselves
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,4.02(1),4.0 Description of the government-to-government relationship,"Sioux Valley Dakota Nation and Canada will conduct themselves in the government-to-government relationship provided for in this Agreement so as to promote and demonstrate:
  
open communication;
respect for their respective governments and laws;
co-operation and collaboration;
consultation and negotiation;
avoidance of conflict; and
fair, effective and independent dispute resolution.

"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,4.02(a),4.0 Description of the government-to-government relationship,open communication;
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,4.02(b),4.0 Description of the government-to-government relationship,respect for their respective governments and laws;
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,4.02(c),4.0 Description of the government-to-government relationship,co-operation and collaboration;
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,4.02(d),4.0 Description of the government-to-government relationship,consultation and negotiation;
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,4.02(e),4.0 Description of the government-to-government relationship,avoidance of conflict; and
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,4.02(f),4.0 Description of the government-to-government relationship,"fair, effective and independent dispute resolution."
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,4.02,4.0 Description of the government-to-government relationship,No legal obligations are created by (1).
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,4.03,4.0 Description of the government-to-government relationship,4.03 No legal obligations outside this Agreement
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,4.03,4.0 Description of the government-to-government relationship,"The government-to-government relationship provided for in this Agreement does not create legal obligations for Sioux Valley Dakota Nation or Canada, except as expressly provided for in this Agreement."
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,5.01,5.0 Status of this Agreement,5.01 This Agreement is not a treaty
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,5.01,5.0 Status of this Agreement,"This Agreement is not a treaty and does not create ""aboriginal or treaty rights"" within the meaning of section 25 and subsection 35(1) of the Constitution Act, 1982."
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,5.02,5.0 Status of this Agreement,5.02 This Agreement without prejudice to future negotiations
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,5.02(1),5.0 Status of this Agreement,"This Agreement does not prejudice the ability of Sioux Valley Dakota Nation and Canada to enter into negotiations in the future, including negotiations relating to aboriginal rights or treaty rights, should they agree to do so."
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,5.02(2),5.0 Status of this Agreement,"If Sioux Valley Dakota Nation and Canada enter into treaty negotiations, this Agreement may, if they agree, form a basis for those negotiations."
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,6.01,6.0 Relationship between this Agreement and other matters,6.01 Relationship of this Agreement to existing aboriginal or treaty rights
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,6.01,6.0 Relationship between this Agreement and other matters,Nothing in this Agreement:
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,6.01(a),6.0 Relationship between this Agreement and other matters,"abrogates or derogates from any aboriginal or treaty rights of Sioux Valley Dakota Nation recognized and affirmed by subsection 35(1) of the Constitution Act, 1982 or the exercise of those rights by individuals;"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,6.01(b),6.0 Relationship between this Agreement and other matters,"prejudices, limits or restricts the position that Sioux Valley Dakota Nation, Canada or Manitoba may take at any time about any aboriginal or treaty rights of Sioux Valley Dakota Nation or the exercise of those rights by individuals; or"
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,6.01(c),6.0 Relationship between this Agreement and other matters,recognizes or denies any aboriginal or treaty rights of Sioux Valley Dakota Nation or the exercise of those rights by individuals.
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,6.02,6.0 Relationship between this Agreement and other matters,6.02 Agreement not an expression of legal views on self-government
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,6.02,6.0 Relationship between this Agreement and other matters,"By this Agreement, Sioux Valley Dakota Nation and Canada are not expressing any legal views on how any right of self-government may be defined at law."
Sioux Valley Dakota Nation Governance Agreement and Tripartite Governance Agreement,2013,6.03,6.0 Relationship between this Agreement and other matters,6.03 Agreement does not prejudice positions on aboriginal title
